AQ40,Ring of the Devoured,Finger,Misc
AQ40,Ring of the Godslayer,Finger,Misc
AQ40,Ring of the Martyr,Finger,Misc
AQ40,Ring of the Qiraji Fury,Finger,Misc
AQ40,Ritssyn's Ring of Chaos,Finger,Misc
AQ40,Robes of the Battleguard,Chest,Cloth
AQ40,Robes of the Guardian Saint,Chest,Cloth
AQ40,Robes of the Triumvirate,Chest,Cloth
AQ40,Royal Qiraji Belt,Waist,Plate
AQ40,Royal Scepter of Vek'lor,Off-Hand,Misc
AQ40,Sartura's Might,Off-Hand,Misc
AQ40,Scaled Leggings of Qiraji Fury,Legs,Mail
AQ40,Scaled Sand Reaver Leggings,Legs,Mail
AQ40,Scarab Brooch,Trinket,Misc
AQ40,Scepter of the False Prophet,Main Hand,Mace
AQ40,Shard of the Fallen Star,Trinket,Misc
AQ40,Sharpened Silithid Femur,Main Hand,Sword
AQ40,Silithid Carapace Chestguard,Chest,Plate
AQ40,Silithid Claw,Main Hand,FistWeapon
AQ40,Slime-coated Leggings,Legs,Mail
AQ40,Staff of the Qiraji Prophets,Two-Hand,Staff
AQ40,Ternary Mantle,Shoulder,Cloth
AQ40,The Burrower's Shell,Trinket,Misc
AQ40,Thick Qirajihide Belt,Waist,Leather
AQ40,Totem of Life,Relic,Totem
AQ40,Triad Girdle,Waist,Plate
AQ40,Ukko's Ring of Darkness,Finger,Misc
AQ40,Vanquished Tentacle of C'Thun,Trinket,Misc
AQ40,Vek'lor's Gloves of Devastation,Hands,Mail
AQ40,Vest of Swift Execution,Chest,Leather
AQ40,Wand of Qiraji Nobility,Ranged,Wand
AQ40,Wasphide Gauntlets,Hands,Leather
AQ40,Wormscale Blocker,Off-Hand,Shield
AQ40,Qiraji Bindings of Command,Armor,Token
AQ40,Qiraji Bindings of Dominance,Armor,Token
AQ40,Vek'nilash's Circlet,Armor,Token
AQ40,Vek'lor's Diadem,Armor,Token
AQ40,Skin of the Great Sandworm,Armor,Token
AQ40,Qouro's Intact Hide,Armor,Token
AQ40,Husk of the Old God,Armor,Token
AQ40,Carapace of the Old God,Armor,Token
AQ40,Imperial Qiraji Armaments,Weapon,Token
AQ20,Belt of the Inquisition,Waist,Cloth
AQ20,Belt of the Sand Reaver,Waist,Plate
AQ20,Boots of the Desert Protector,Feet,Plate
AQ20,Boots of the Qiraji General,Feet,Mail
AQ20,Boots of the Vanguard,Feet,Leather
AQ20,Bow of Taut Sinew,Ranged,Bow
AQ20,Bracers of Brutality,Wrist,Plate
AQ20,Bracers of Qiraji Command,Wrist,Cloth
AQ20,Buru's Skull Fragment,Off-Hand,Shield
AQ20,Chitinous Shoulderguards,Shoulder,Leather
AQ20,Cloak of the Savior,Back,Cloth
AQ20,Crossbow of Imminent Doom,Ranged,Crossbow
AQ20,Dustwind Turban,Head,Cloth
AQ20,Eye of Moam,Trinket,Misc
AQ20,Fetish of Chitinous Spikes,Trinket,Misc
AQ20,Fury of the Forgotten Swarm,Neck,Misc
AQ20,Gauntlets of New Life,Hands,Leather
AQ20,Gauntlets of Southwind,Hands,Leather
AQ20,Gauntlets of the Immovable,Hands,Plate
AQ20,Gavel of Qiraji Authority,Two-Hand,Mace
AQ20,Gloves of Dark Wisdom,Hands,Cloth
AQ20,Gloves of the Swarm,Hands,Plate
AQ20,Head of Ossirian the Unscarred,,Misc
AQ20,Helm of Domination,Head,Plate
AQ20,Helm of Regrowth,Head,Leather
AQ20,Leggings of the Black Blizzard,Legs,Cloth
AQ20,Legplates of the Destroyer,Legs,Plate
AQ20,Legplates of the Qiraji Command,Legs,Plate
AQ20,Manslayer of the Qiraji,Two-Hand,Sword
AQ20,Mantle of Maz'Nadir,Shoulder,Cloth
AQ20,Mantle of the Horusath,Shoulder,Plate
AQ20,Ossirian's Binding,Waist,Mail
AQ20,Polished Obsidian Pauldrons,Shoulder,Plate
AQ20,Qiraji Sacrificial Dagger,One-Hand,Dagger
AQ20,Quicksand Waders,Feet,Cloth
AQ20,Ring of Fury,Finger,Misc
AQ20,Ring of the Desert Winds,Finger,Misc
AQ20,Runic Stone Shoulders,Shoulder,Mail
AQ20,Sand Polished Hammer,One-Hand,Mace
AQ20,Sand Reaver Wristguards,Wrist,Mail
AQ20,Sandstorm Cloak,Back,Cloth
AQ20,Scaled Bracers of the Gorger,Wrist,Leather
AQ20,Scaled Silithid Gauntlets,Hands,Mail
AQ20,Shackles of the Unscarred,Wrist,Cloth
AQ20,Slime Kickers,Feet,Plate
AQ20,Slimy Scaled Gauntlets,Hands,Mail
AQ20,Southwind Helm,Head,Leather
AQ20,Southwind's Grasp,Waist,Leather
AQ20,Staff of the Ruins,Two-Hand,Staff
AQ20,Stinger of Ayamiss,Main Hand,Mace
AQ20,Talon of Furious Concentration,Off-Hand,Misc
AQ20,The Lost Kris of Zedd,Main Hand,Dagger
AQ20,Thick Silithid Chestguard,Chest,Leather
AQ20,Toughened Silithid Hide Gloves,Hands,Leather
AQ20,Treads of the Wandering Nomad,Feet,Cloth
AQ20,Vestments of the Shifting Sands,Chest,Cloth
